cell_id,table_name,row_index,column,competitor,value,evidence_ids
核心硬件参数横向对比表_2_竞品名称,核心硬件参数横向对比表,2,竞品名称,龙牙之刃,龙牙之刃,"[""ev_019"", ""ev_021"", ""ev_026"", ""ev_027""]"
核心硬件参数横向对比表_2_核心材质配置,核心硬件参数横向对比表,2,核心材质配置,龙牙之刃,高强韧碳纤维+百洛碳素+强芯填充+鞭击增益系统，黑龙牙加合金碳纤维，中杆直径6.8mm,"[""ev_019"", ""ev_021"", ""ev_026"", ""ev_027""]"
核心硬件参数横向对比表_2_重量规格覆盖,核心硬件参数横向对比表,2,重量规格覆盖,龙牙之刃,3U/4U/5U全重量段覆盖,"[""ev_019"", ""ev_021"", ""ev_026"", ""ev_027""]"
核心硬件参数横向对比表_2_产地,核心硬件参数横向对比表,2,产地,龙牙之刃,中国南京生产,"[""ev_019"", ""ev_021"", ""ev_026"", ""ev_027""]"
核心硬件参数横向对比表_2_最高支持拉线磅数,核心硬件参数横向对比表,2,最高支持拉线磅数,龙牙之刃,4U支持31磅，5U支持30磅,"[""ev_019"", ""ev_021"", ""ev_026"", ""ev_027""]"
核心硬件参数横向对比表_2_evidence_ids,核心硬件参数横向对比表,2,evidence_ids,龙牙之刃,"[""ev_019"", ""ev_021"", ""ev_026"", ""ev_027""]","[""ev_019"", ""ev_021"", ""ev_026"", ""ev_027""]"
定价与渠道布局对比表_0_竞品名称,定价与渠道布局对比表,0,竞品名称,天斧100zz,天斧100zz,"[""ev_051"", ""gap_src_005""]"
定价与渠道布局对比表_0_官方吊牌价,定价与渠道布局对比表,0,官方吊牌价,天斧100zz,1930元,"[""ev_051"", ""gap_src_005""]"
定价与渠道布局对比表_0_主流日常成交价区间,定价与渠道布局对比表,0,主流日常成交价区间,天斧100zz,1050-1700元,"[""ev_051"", ""gap_src_005""]"
定价与渠道布局对比表_0_覆盖销售渠道,定价与渠道布局对比表,0,覆盖销售渠道,天斧100zz,线下授权门店、线上天猫京东授权店、中羽认证商家,"[""ev_051"", ""gap_src_005""]"
定价与渠道布局对比表_0_版本分类规则,定价与渠道布局对比表,0,版本分类规则,天斧100zz,按配色分老色/新色，按发行地区分CH/JP/SP/TW版,"[""ev_051"", ""gap_src_005""]"
定价与渠道布局对比表_0_evidence_ids,定价与渠道布局对比表,0,evidence_ids,天斧100zz,"[""ev_051"", ""gap_src_005""]","[""ev_051"", ""gap_src_005""]"
定价与渠道布局对比表_0_官方吊牌价区间,定价与渠道布局对比表,0,官方吊牌价区间,天斧100zz,全版本官方吊牌价区间1912-1930元,"[""ev_051"", ""gap_src_005""]"
定价与渠道布局对比表_1_竞品名称,定价与渠道布局对比表,1,竞品名称,尤尼克斯天斧88D-PRO,尤尼克斯天斧88D-PRO,"[""ev_009"", ""ev_010"", ""gap_src_007""]"
定价与渠道布局对比表_1_官方吊牌价,定价与渠道布局对比表,1,官方吊牌价,尤尼克斯天斧88D-PRO,官方统一标注单款基准吊牌价1864元,"[""ev_009"", ""ev_010"", ""gap_src_007""]"
定价与渠道布局对比表_1_主流日常成交价区间,定价与渠道布局对比表,1,主流日常成交价区间,尤尼克斯天斧88D-PRO,1400-1500元,"[""ev_009"", ""ev_010"", ""gap_src_007""]"
定价与渠道布局对比表_1_覆盖销售渠道,定价与渠道布局对比表,1,覆盖销售渠道,尤尼克斯天斧88D-PRO,京东授权店、垂直羽球电商、线下授权门店、二手社区,"[""ev_009"", ""ev_010"", ""gap_src_007""]"
定价与渠道布局对比表_1_版本分类规则,定价与渠道布局对比表,1,版本分类规则,尤尼克斯天斧88D-PRO,按迭代年份/配色分初代、三代新色、国家队专属版,"[""ev_009"", ""ev_010"", ""gap_src_007""]"
定价与渠道布局对比表_1_evidence_ids,定价与渠道布局对比表,1,evidence_ids,尤尼克斯天斧88D-PRO,"[""ev_009"", ""ev_010"", ""gap_src_007""]","[""ev_009"", ""ev_010"", ""gap_src_007""]"
定价与渠道布局对比表_1_官方吊牌价区间,定价与渠道布局对比表,1,官方吊牌价区间,尤尼克斯天斧88D-PRO,1820-1850元,"[""ev_009"", ""ev_010"", ""gap_src_007""]"
定价与渠道布局对比表_2_竞品名称,定价与渠道布局对比表,2,竞品名称,龙牙之刃,龙牙之刃,"[""ev_022"", ""gap_src_016"", ""gap_src_017""]"
定价与渠道布局对比表_2_官方吊牌价,定价与渠道布局对比表,2,官方吊牌价,龙牙之刃,主流旗舰款官方吊牌价1683元，限定款最高吊牌价1880元,"[""ev_022"", ""gap_src_016"", ""gap_src_017""]"
定价与渠道布局对比表_2_主流日常成交价区间,定价与渠道布局对比表,2,主流日常成交价区间,龙牙之刃,1026-1415元,"[""ev_022"", ""gap_src_016"", ""gap_src_017""]"
定价与渠道布局对比表_2_覆盖销售渠道,定价与渠道布局对比表,2,覆盖销售渠道,龙牙之刃,线上主流电商、线下威克多授权门店、中羽社区商家,"[""ev_022"", ""gap_src_016"", ""gap_src_017""]"
定价与渠道布局对比表_2_版本分类规则,定价与渠道布局对比表,2,版本分类规则,龙牙之刃,按迭代代际/特殊限定款划分不同SKU,"[""ev_022"", ""gap_src_016"", ""gap_src_017""]"
定价与渠道布局对比表_2_evidence_ids,定价与渠道布局对比表,2,evidence_ids,龙牙之刃,"[""ev_022"", ""gap_src_016"", ""gap_src_017""]","[""ev_022"", ""gap_src_016"", ""gap_src_017""]"
定价与渠道布局对比表_2_官方吊牌价区间,定价与渠道布局对比表,2,官方吊牌价区间,龙牙之刃,全SKU官方吊牌价区间550-1880元,"[""ev_022"", ""gap_src_016"", ""gap_src_017""]"
用户反馈优劣势对比表_0_竞品名称,用户反馈优劣势对比表,0,竞品名称,天斧100zz,天斧100zz,"[""ev_049"", ""ev_052""]"
用户反馈优劣势对比表_0_核心优势,用户反馈优劣势对比表,0,核心优势,天斧100zz,挥速快进攻连贯性极强，杀球落点尖锐，网前小球反馈细腻,"[""ev_049"", ""ev_052""]"
用户反馈优劣势对比表_0_核心短板,用户反馈优劣势对比表,0,核心短板,天斧100zz,小拍框甜区小容错率低，超硬中杆新手难以驱动，发力不足易震手,"[""ev_049"", ""ev_052""]"
用户反馈优劣势对比表_0_上手难度,用户反馈优劣势对比表,0,上手难度,天斧100zz,高，发力基础薄弱的新手极易打框受伤,"[""ev_049"", ""ev_052""]"
用户反馈优劣势对比表_0_evidence_ids,用户反馈优劣势对比表,0,evidence_ids,天斧100zz,"[""ev_049"", ""ev_052""]","[""ev_049"", ""ev_052""]"
用户反馈优劣势对比表_1_竞品名称,用户反馈优劣势对比表,1,竞品名称,尤尼克斯天斧88D-PRO,尤尼克斯天斧88D-PRO,"[""ev_011"", ""ev_012""]"
用户反馈优劣势对比表_1_核心优势,用户反馈优劣势对比表,1,核心优势,尤尼克斯天斧88D-PRO,后场连续重杀稳定性强，适配现代快节奏双打强攻得分需求,"[""ev_011"", ""ev_012""]"
用户反馈优劣势对比表_1_核心短板,用户反馈优劣势对比表,1,核心短板,尤尼克斯天斧88D-PRO,中前场平抽挡、接杀防守表现偏弱，不适合主打前场控球选手,"[""ev_011"", ""ev_012""]"
用户反馈优劣势对比表_1_上手难度,用户反馈优劣势对比表,1,上手难度,尤尼克斯天斧88D-PRO,中高，对发力基础有明确要求,"[""ev_011"", ""ev_012""]"
用户反馈优劣势对比表_1_evidence_ids,用户反馈优劣势对比表,1,evidence_ids,尤尼克斯天斧88D-PRO,"[""ev_011"", ""ev_012""]","[""ev_011"", ""ev_012""]"
用户反馈优劣势对比表_2_竞品名称,用户反馈优劣势对比表,2,竞品名称,龙牙之刃,龙牙之刃,"[""ev_024"", ""ev_025""]"
用户反馈优劣势对比表_2_核心优势,用户反馈优劣势对比表,2,核心优势,龙牙之刃,暴力进攻属性突出，杀球压制力强，李梓嘉赛事背书认可度高,"[""ev_024"", ""ev_025""]"
用户反馈优劣势对比表_2_核心短板,用户反馈优劣势对比表,2,核心短板,龙牙之刃,对发力能力要求极高，防守吃力、连续多拍发力负担大,"[""ev_024"", ""ev_025""]"
用户反馈优劣势对比表_2_上手难度,用户反馈优劣势对比表,2,上手难度,龙牙之刃,高，入门用户很难完全发挥性能,"[""ev_024"", ""ev_025""]"
用户反馈优劣势对比表_2_evidence_ids,用户反馈优劣势对比表,2,evidence_ids,龙牙之刃,"[""ev_024"", ""ev_025""]","[""ev_024"", ""ev_025""]"
差异化切入机会对比表_0_竞品名称,差异化切入机会对比表,0,竞品名称,天斧100zz,天斧100zz,"[""ev_055""]"
差异化切入机会对比表_0_现存痛点,差异化切入机会对比表,0,现存痛点,天斧100zz,仿品改改版泛滥，价格跨度极大，用户辨伪成本极高,"[""ev_055""]"
差异化切入机会对比表_0_可切入机会点,差异化切入机会对比表,0,可切入机会点,天斧100zz,扩大甜区降低驱动门槛，搭建全链路防伪溯源体系,"[""ev_055""]"
差异化切入机会对比表_0_evidence_ids,差异化切入机会对比表,0,evidence_ids,天斧100zz,"[""ev_055""]","[""ev_055""]"
差异化切入机会对比表_1_竞品名称,差异化切入机会对比表,1,竞品名称,尤尼克斯天斧88D-PRO,尤尼克斯天斧88D-PRO,"[""ev_013""]"
差异化切入机会对比表_1_现存痛点,差异化切入机会对比表,1,现存痛点,尤尼克斯天斧88D-PRO,低价渠道仿品翻新货多，版本性能差异无官方说明,"[""ev_013""]"
差异化切入机会对比表_1_可切入机会点,差异化切入机会对比表,1,可切入机会点,尤尼克斯天斧88D-PRO,兼顾后场进攻与中前场平抽防守表现，降低上手门槛,"[""ev_013""]"
差异化切入机会对比表_1_evidence_ids,差异化切入机会对比表,1,evidence_ids,尤尼克斯天斧88D-PRO,"[""ev_013""]","[""ev_013""]"
差异化切入机会对比表_2_竞品名称,差异化切入机会对比表,2,竞品名称,龙牙之刃,龙牙之刃,"[""ev_023"", ""ev_028""]"
差异化切入机会对比表_2_现存痛点,差异化切入机会对比表,2,现存痛点,龙牙之刃,无公开真假鉴别参考，非授权渠道私下交易维权难度大,"[""ev_023"", ""ev_028""]"
差异化切入机会对比表_2_可切入机会点,差异化切入机会对比表,2,可切入机会点,龙牙之刃,降低上手门槛覆盖进阶用户，兼顾进攻性能和多拍续航,"[""ev_023"", ""ev_028""]"
差异化切入机会对比表_2_evidence_ids,差异化切入机会对比表,2,evidence_ids,龙牙之刃,"[""ev_023"", ""ev_028""]","[""ev_023"", ""ev_028""]"
