cell_id,table_name,row_index,column,competitor,value,evidence_ids
企业版商业化与部署能力对比_0_企业版版本划分,企业版商业化与部署能力对比,0,企业版版本划分,通义灵码,分为企业标准版、VPC专属版两个层级,"[""ev_062""]"
企业版商业化与部署能力对比_0_最低起购门槛,企业版商业化与部署能力对比,0,最低起购门槛,通义灵码,最低10人起购,"[""ev_062""]"
企业版商业化与部署能力对比_0_人均月定价,企业版商业化与部署能力对比,0,人均月定价,通义灵码,标准版99元/人/月，VPC版199元/人/月,"[""ev_062""]"
企业版商业化与部署能力对比_0_私有化_VPC部署支持,企业版商业化与部署能力对比,0,私有化/VPC部署支持,通义灵码,支持专属VPC部署、专有网络访问,"[""ev_062""]"
企业版商业化与部署能力对比_0_SSO单点登录支持情况,企业版商业化与部署能力对比,0,SSO单点登录支持情况,通义灵码,官方暂未发布明确公开说明,"[""ev_062""]"
企业版商业化与部署能力对比_0_SOC2等合规资质公开情况,企业版商业化与部署能力对比,0,SOC2等合规资质公开情况,通义灵码,暂未对外公开SOC2、等保等权威合规认证资质,"[""ev_062""]"
企业版商业化与部署能力对比_0_证据ID,企业版商业化与部署能力对比,0,证据ID,通义灵码,"[""ev_062""]","[""ev_062""]"
企业版商业化与部署能力对比_1_竞品名称,企业版商业化与部署能力对比,1,竞品名称,CodeGeeX,CodeGeeX,"[""ev_062""]"
企业版商业化与部署能力对比_1_企业版版本划分,企业版商业化与部署能力对比,1,企业版版本划分,CodeGeeX,待搜索（方向：检索CodeGeeX官方企业服务页面；关键词：CodeGeeX 企业版版本划分）,"[""ev_062""]"
企业版商业化与部署能力对比_1_最低起购门槛,企业版商业化与部署能力对比,1,最低起购门槛,CodeGeeX,待搜索（方向：检索CodeGeeX官方企业定价页；关键词：CodeGeeX 企业版最低起购门槛）,"[""ev_062""]"
企业版商业化与部署能力对比_1_人均月定价,企业版商业化与部署能力对比,1,人均月定价,CodeGeeX,待搜索（方向：检索CodeGeeX官方企业定价页；关键词：CodeGeeX 企业版人均定价）,"[""ev_062""]"
企业版商业化与部署能力对比_1_私有化_VPC部署支持,企业版商业化与部署能力对比,1,私有化/VPC部署支持,CodeGeeX,待搜索（方向：检索CodeGeeX官方私有化部署方案文档；关键词：CodeGeeX 私有部署支持能力）,"[""ev_062""]"
企业版商业化与部署能力对比_1_SSO单点登录支持情况,企业版商业化与部署能力对比,1,SSO单点登录支持情况,CodeGeeX,待搜索（方向：检索CodeGeeX官方企业服务合规说明文档；关键词：CodeGeeX SSO单点登录支持）,"[""ev_062""]"
企业版商业化与部署能力对比_1_SOC2等合规资质公开情况,企业版商业化与部署能力对比,1,SOC2等合规资质公开情况,CodeGeeX,待搜索（方向：检索CodeGeeX官方资质中心页面；关键词：CodeGeeX 合规资质公开信息）,"[""ev_062""]"
企业版商业化与部署能力对比_1_证据ID,企业版商业化与部署能力对比,1,证据ID,CodeGeeX,"[""ev_062""]","[""ev_062""]"
企业版商业化与部署能力对比_2_竞品名称,企业版商业化与部署能力对比,2,竞品名称,CodeBuddy,CodeBuddy,"[""ev_062""]"
企业版商业化与部署能力对比_2_企业版版本划分,企业版商业化与部署能力对比,2,企业版版本划分,CodeBuddy,待搜索（方向：检索CodeBuddy官方企业服务页面；关键词：CodeBuddy 企业版版本划分）,"[""ev_062""]"
企业版商业化与部署能力对比_2_最低起购门槛,企业版商业化与部署能力对比,2,最低起购门槛,CodeBuddy,待搜索（方向：检索CodeBuddy官方企业定价页；关键词：CodeBuddy 企业版最低起购门槛）,"[""ev_062""]"
企业版商业化与部署能力对比_2_人均月定价,企业版商业化与部署能力对比,2,人均月定价,CodeBuddy,待搜索（方向：检索CodeBuddy官方企业定价页；关键词：CodeBuddy 企业版人均定价）,"[""ev_062""]"
企业版商业化与部署能力对比_2_私有化_VPC部署支持,企业版商业化与部署能力对比,2,私有化/VPC部署支持,CodeBuddy,待搜索（方向：检索CodeBuddy官方私有化部署方案文档；关键词：CodeBuddy 私有部署支持能力）,"[""ev_062""]"
企业版商业化与部署能力对比_2_SSO单点登录支持情况,企业版商业化与部署能力对比,2,SSO单点登录支持情况,CodeBuddy,待搜索（方向：检索CodeBuddy官方企业服务合规说明文档；关键词：CodeBuddy SSO单点登录支持）,"[""ev_062""]"
企业版商业化与部署能力对比_2_SOC2等合规资质公开情况,企业版商业化与部署能力对比,2,SOC2等合规资质公开情况,CodeBuddy,待搜索（方向：检索CodeBuddy官方资质中心页面；关键词：CodeBuddy 合规资质公开信息）,"[""ev_062""]"
企业版商业化与部署能力对比_2_证据ID,企业版商业化与部署能力对比,2,证据ID,CodeBuddy,"[""ev_062""]","[""ev_062""]"
开放生态与Agent能力对比_0_竞品名称,开放生态与Agent能力对比,0,竞品名称,通义灵码,通义灵码,"[""ev_062""]"
开放生态与Agent能力对比_0_自定义大模型接入支持,开放生态与Agent能力对比,0,自定义大模型接入支持,通义灵码,支持配置API Key接入阿里云百炼、Kimi、智谱AI、MiniMax等大模型,"[""ev_062""]"
开放生态与Agent能力对比_0_跨Workspace多文件操作能力,开放生态与Agent能力对比,0,跨Workspace多文件操作能力,通义灵码,支持跨多工程完成文件搜索、代码分析、批量修改操作,"[""ev_062""]"
开放生态与Agent能力对比_0_智能体任务自动拆解能力,开放生态与Agent能力对比,0,智能体任务自动拆解能力,通义灵码,支持复杂开发需求自动拆解为子任务，端到端完成代码交付,"[""ev_062""]"
开放生态与Agent能力对比_0_项目知识库_Repo_Wiki功能,开放生态与Agent能力对比,0,项目知识库/Repo Wiki功能,通义灵码,支持自动沉淀项目知识，生成项目专属Wiki辅助团队协作,"[""ev_062""]"
开放生态与Agent能力对比_0_证据ID,开放生态与Agent能力对比,0,证据ID,通义灵码,"[""ev_062""]","[""ev_062""]"
开放生态与Agent能力对比_1_竞品名称,开放生态与Agent能力对比,1,竞品名称,CodeGeeX,CodeGeeX,"[""ev_062""]"
开放生态与Agent能力对比_1_自定义大模型接入支持,开放生态与Agent能力对比,1,自定义大模型接入支持,CodeGeeX,待搜索（方向：检索CodeGeeX官方功能更新日志；关键词：CodeGeeX 自定义模型接入支持）,"[""ev_062""]"
开放生态与Agent能力对比_1_跨Workspace多文件操作能力,开放生态与Agent能力对比,1,跨Workspace多文件操作能力,CodeGeeX,待搜索（方向：检索CodeGeeX官方功能说明文档；关键词：CodeGeeX 跨Workspace操作能力）,"[""ev_062""]"
开放生态与Agent能力对比_1_智能体任务自动拆解能力,开放生态与Agent能力对比,1,智能体任务自动拆解能力,CodeGeeX,待搜索（方向：检索CodeGeeX官方智能体相关功能介绍；关键词：CodeGeeX 任务自动拆解能力）,"[""ev_062""]"
开放生态与Agent能力对比_1_项目知识库_Repo_Wiki功能,开放生态与Agent能力对比,1,项目知识库/Repo Wiki功能,CodeGeeX,待搜索（方向：检索CodeGeeX官方团队协作功能说明；关键词：CodeGeeX 项目知识库支持）,"[""ev_062""]"
开放生态与Agent能力对比_1_证据ID,开放生态与Agent能力对比,1,证据ID,CodeGeeX,"[""ev_062""]","[""ev_062""]"
开放生态与Agent能力对比_2_竞品名称,开放生态与Agent能力对比,2,竞品名称,CodeBuddy,CodeBuddy,"[""ev_062""]"
开放生态与Agent能力对比_2_自定义大模型接入支持,开放生态与Agent能力对比,2,自定义大模型接入支持,CodeBuddy,待搜索（方向：检索CodeBuddy官方功能更新日志；关键词：CodeBuddy 自定义模型接入支持）,"[""ev_062""]"
开放生态与Agent能力对比_2_跨Workspace多文件操作能力,开放生态与Agent能力对比,2,跨Workspace多文件操作能力,CodeBuddy,待搜索（方向：检索CodeBuddy官方功能说明文档；关键词：CodeBuddy 跨Workspace操作能力）,"[""ev_062""]"
开放生态与Agent能力对比_2_智能体任务自动拆解能力,开放生态与Agent能力对比,2,智能体任务自动拆解能力,CodeBuddy,待搜索（方向：检索CodeBuddy官方智能体相关功能介绍；关键词：CodeBuddy 任务自动拆解能力）,"[""ev_062""]"
开放生态与Agent能力对比_2_项目知识库_Repo_Wiki功能,开放生态与Agent能力对比,2,项目知识库/Repo Wiki功能,CodeBuddy,待搜索（方向：检索CodeBuddy官方团队协作功能说明；关键词：CodeBuddy 项目知识库支持）,"[""ev_062""]"
开放生态与Agent能力对比_2_证据ID,开放生态与Agent能力对比,2,证据ID,CodeBuddy,"[""ev_062""]","[""ev_062""]"
