respondent_id,role,industry,company_size,experience_level,budget_sensitivity,current_tools,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020
R011,在校本科学生,游戏电竞爱好者,无（自由身份）,5年FPS游戏外设使用经验,中等，愿意为心仪外设投入预算,罗技GPW 3,18-19.5cm,抓握（掌心部分接触鼠标）,罗技GPW 3,FPS竞技游戏（CS2、Valorant等）、日常办公/内容创作,5,4,轻量化重量、旗舰级传感器追踪精度、高轮询率低延迟、长微动使用寿命,看过测评/线下体验过样机,知道且该设计符合我的使用需求,5,微动寿命短容易双击、模具不符合手型握久疲劳,40小时以上,1-3天,4,500-700元,电商大促降价优惠、头部游戏KOL测评推荐,反而觉得无灯效更实用不分散注意力,5,3,希望厂商能多赠送不同厚度、不同防滑纹理的替换防滑贴，适配不同手指出汗程度的用户
R012,互联网公司内容运营,互联网电商,100-500人,2年外设使用经验，轻度游戏玩家,高，追求性价比,其他品牌型号,≤17cm,指握（仅指尖接触鼠标）,其他品牌型号,MOBA类游戏（英雄联盟、王者荣耀等）、日常办公/内容创作,3,2,续航表现、价格水平、长微动使用寿命,听过名称但没了解过参数,完全不知道这个设计特点,3,续航太短需要频繁充电、重量太高长时间玩手腕酸痛,10小时以内,3-7天,2,500元以下,电商大促降价优惠、品牌官方售后保障,完全不介意有没有灯效,2,1,希望旗舰鼠标的驱动能做的更轻量化，不用安装也不用登录，直接插上去就能改参数，对小白用户更友好
R013,FPS项目职业青训选手,职业电竞,50人以内小型电竞俱乐部,7年职业外设使用经验,低，俱乐部采购，优先性能,雷蛇毒蝰V3 Pro,≥19.5cm,趴握（整个手掌完全贴合鼠标）,雷蛇毒蝰V3 Pro,FPS竞技游戏（CS2、Valorant等）,5,5,轻量化重量、旗舰级传感器追踪精度、高轮询率低延迟、长微动使用寿命,正在使用该产品,知道且该设计符合我的使用需求,5,,10-20小时,1天以内,5,700-900元,职业选手/Faker同款背书、头部游戏KOL测评推荐,反而觉得无灯效更实用不分散注意力,5,5,希望能推出可替换的不同硬度的侧键模块，适配不同玩家的按键力度偏好，另外增加配套的无线充电鼠标垫选项
R014,国企行政人员,政务相关,1000人以上大型国企,几乎没有电竞外设使用经验,极高，很少买超过200的外设,暂未使用电竞鼠标,17-18cm,无固定习惯,暂未使用电竞鼠标,日常办公/内容创作、其他休闲游戏,2,1,价格水平,完全没听说过,完全不知道这个设计特点,3,,10小时以内,7天以上,1,500元以下,,完全不能接受，必须要有RGB灯效,1,1,希望旗舰游戏鼠标能出一些适合普通办公用的低功耗模式，价格做的亲民一点，普通用户也能买得起
R015,自由职业游戏外设评测博主,内容创作自媒体,个人工作室,10年外设评测经验，深度了解所有主流电竞鼠标参数,低，自费采购各类评测样机，优先体验完整度,雷蛇炼狱蝰蛇V3专业版,18-19.5cm,趴握（整个手掌完全贴合鼠标）,雷蛇炼狱蝰蛇V3专业版,FPS竞技游戏（CS2、Valorant等）、日常办公/内容创作,4,4,轻量化重量、旗舰级传感器追踪精度、高轮询率低延迟、长微动使用寿命、续航表现、价格水平,看过测评/线下体验过样机,知道且该设计符合我的使用需求,4,追踪不准游戏中丢帧,20-40小时,1-3天,4,700-900元,头部游戏KOL测评推荐、限定联名外观配色、品牌官方售后保障,完全不介意有没有灯效,5,4,希望后续能开放第三方微动的免驱热插拔功能，玩家可以自己更换不同手感的微动，不用焊接，进一步降低用户的自定义门槛
R016,在校大学生/高校电竞社FPS分队队员,教育/学生群体,无所属企业,资深电竞玩家，有3年以上FPS竞技游戏参赛经验,低，愿意为提升游戏体验付费,雷蛇毒蝰V3 Pro,18-19.5cm,指握（仅指尖接触鼠标）,雷蛇毒蝰V3 Pro,FPS竞技游戏（CS2、Valorant等）,5,5,轻量化重量、旗舰级传感器追踪精度、高轮询率低延迟、长微动使用寿命,正在使用该产品,知道且该设计符合我的使用需求,5,,40小时以上,1-3天,5,700-900元,职业选手/Faker同款背书、头部游戏KOL测评推荐、电商大促降价优惠,反而觉得无灯效更实用不分散注意力,5,3,希望能增加自定义侧键的数量，现在的侧键不够绑定游戏内的多个快捷键，另外驱动最好能支持离线直接用，不用每次打开都联网登账号。
R017,互联网公司内容运营,互联网/电商,500人以上,普通游戏爱好者，平时偶尔打游戏放松,中等，愿意为好用的外设花合理的钱，不会盲目追高,罗技GPW 3,17-18cm,抓握（掌心部分接触鼠标）,罗技GPW 3,MOBA类游戏（英雄联盟、王者荣耀等）、日常办公/内容创作,4,3,续航表现、价格水平、旗舰级传感器追踪精度,听过名称但没了解过参数,完全不知道这个设计特点,3,微动寿命短容易双击,20-40小时,3-7天,3,500-700元,电商大促降价优惠、品牌官方售后保障,勉强可以接受没有灯效,3,2,希望微动的质量能再提升一点，尽量避免用几个月就双击的问题，另外驱动不要强制要求绑定账号，不然换电脑用特别麻烦。
R018,全职游戏主播，主打Valorant内容,文娱/直播行业,MCN机构200人左右,职业向游戏玩家，外设参数研究非常深入,极低，只要体验好多少钱都愿意买,雷蛇炼狱蝰蛇V3专业版,≥19.5cm,趴握（整个手掌完全贴合鼠标）,雷蛇炼狱蝰蛇V3专业版,FPS竞技游戏（CS2、Valorant等）、日常办公/内容创作,5,5,轻量化重量、旗舰级传感器追踪精度、高轮询率低延迟、长微动使用寿命、续航表现,看过测评/线下体验过样机,知道且该设计符合我的使用需求,5,重量太高长时间玩手腕酸痛、模具不符合手型握久疲劳,10-20小时,1天以内,4,700-900元,头部游戏KOL测评推荐、职业选手/Faker同款背书、品牌官方售后保障,反而觉得无灯效更实用不分散注意力,4,4,希望厂商能推出不同尺寸的可替换侧裙配件，方便不同手型的玩家自定义模具贴合度，另外8000Hz模式下的续航最好能做到50小时以上，不用天天充电。
R019,基层公务员,政府/公共服务,100人以内,轻度游戏用户，平时很少玩游戏,高，买外设追求性价比，不愿意花大价钱,其他品牌型号,≤17cm,无固定习惯,其他品牌型号,日常办公/内容创作、其他休闲游戏,2,1,价格水平、续航表现,完全没听说过,完全不知道这个设计特点,2,续航太短需要频繁充电,10小时以内,7天以上,1,500元以下,电商大促降价优惠,完全不介意有没有灯效,1,1,希望旗舰鼠标能做的便宜点，别卖那么贵，普通上班族也能买得起，另外驱动最好不用装，插上就能直接用，别搞那么多复杂的设置。
R020,自由职业视频剪辑师,文创/内容创作,自由职业无团队,中等游戏爱好者，偶尔玩FPS放松,中等偏高，看重性价比，不会为溢价买单,其他品牌型号,18-19.5cm,抓握（掌心部分接触鼠标）,其他品牌型号,日常办公/内容创作、FPS竞技游戏（CS2、Valorant等）,4,4,旗舰级传感器追踪精度、长微动使用寿命、价格水平、轻量化重量,看过测评/线下体验过样机,知道但对我没有影响,4,重量太高长时间玩手腕酸痛、追踪不准游戏中丢帧,20-40小时,1-3天,4,500-700元,头部游戏KOL测评推荐、电商大促降价优惠、品牌官方售后保障,完全不介意有没有灯效,4,3,希望鼠标的续航能做到8000Hz模式下40小时以上，不用频繁充电，另外最好能在驱动里增加针对视频剪辑软件的专属快捷键预设，提升创作效率。
R021,大二在校FPS游戏爱好者,学生群体,无,资深电竞玩家，玩FPS游戏6年,中等，愿意为旗舰外设付费,雷蛇毒蝰V3 Pro、樱桃MX3.0S机械键盘,17-18cm,指握（仅指尖接触鼠标）,雷蛇毒蝰V3 Pro,FPS竞技游戏（CS2、Valorant等）,5,5,轻量化重量、旗舰级传感器追踪精度、高轮询率低延迟、长微动使用寿命,正在使用该产品,知道且该设计符合我的使用需求,5,,40小时以上,1-3天,5,500-700元,职业选手/Faker同款背书、头部游戏KOL测评推荐,反而觉得无灯效更实用不分散注意力,5,3,希望能多赠送不同纹理的替换侧裙，适合不同手汗程度的用户，另外驱动可以增加更多自定义的按键宏模板
R022,互联网公司内容运营,互联网/新媒体,100-500人,轻度电竞爱好者，平时下班偶尔玩游戏,偏高，追求性价比,罗技GPW 3、办公普通薄膜键盘,18-19.5cm,趴握（整个手掌完全贴合鼠标）,罗技GPW 3,MOBA类游戏（英雄联盟、王者荣耀等）、日常办公/内容创作,4,3,续航表现、价格水平、旗舰级传感器追踪精度,听过名称但没了解过参数,完全不知道这个设计特点,3,续航太短需要频繁充电,20-40小时,3-7天,3,500元以下,电商大促降价优惠、品牌官方售后保障,完全不介意有没有灯效,2,2,希望旗舰鼠标的驱动可以免安装免注册，插上去就能直接改参数，续航能做到100小时以上就更好了
R023,FPS项目职业青训选手,电子竞技,20-50人职业俱乐部,职业电竞选手，竞技游戏经验10年,很低，俱乐部采购外设不看价格,雷蛇炼狱蝰蛇V3专业版、卓威电竞显示器,≥19.5cm,抓握（掌心部分接触鼠标）,雷蛇炼狱蝰蛇V3专业版,FPS竞技游戏（CS2、Valorant等）,5,5,轻量化重量、旗舰级传感器追踪精度、高轮询率低延迟、长微动使用寿命,看过测评/线下体验过样机,知道且该设计符合我的使用需求,5,重量太高长时间玩手腕酸痛、模具不符合手型握久疲劳,10-20小时,1天以内,4,700-900元,职业选手/Faker同款背书、头部游戏KOL测评推荐,反而觉得无灯效更实用不分散注意力,4,5,希望能推出不同重量配重的可替换外壳版本，方便不同操作习惯的选手自行调整，另外增加赛事级的低延迟有线模式切换开关
R024,国企行政文员,政府/事业单位,1000人以上,入门级游戏玩家，刚接触电竞外设3个月,非常高，只愿意买低价外设,其他品牌型号,≤17cm,无固定习惯,其他品牌型号,日常办公/内容创作、其他休闲游戏,2,1,价格水平、续航表现,完全没听说过,完全不知道这个设计特点,3,微动寿命短容易双击,我从来没开过什么8000Hz轮询率，不清楚具体数值,7天以上,1,500元以下,电商大促降价优惠,完全不能接受，必须要有RGB灯效,1,1,希望旗舰鼠标能降价到一百多块钱，普通老百姓都能买得起，操作越简单越好，不用装什么复杂软件
R025,自由职业游戏测评UP主,自媒体/内容创作,个人工作室,外设测评经验8年，深度接触过上百款电竞鼠标,低，测评产品都是品牌寄送，自己也会收藏旗舰外设,罗技GPW 3、多款测评用备用电竞鼠标,17-18cm,抓握（掌心部分接触鼠标）,罗技GPW 3、雷蛇毒蝰V3 Pro、其他品牌型号,FPS竞技游戏（CS2、Valorant等）、MOBA类游戏（英雄联盟、王者荣耀等）、日常办公/内容创作、其他休闲游戏,4,4,轻量化重量、旗舰级传感器追踪精度、高轮询率低延迟、长微动使用寿命、续航表现、价格水平,正在使用该产品,知道且该设计符合我的使用需求,4,追踪不准游戏中丢帧、点击延迟高影响操作响应,40小时以上,1天以内,4,700-900元,头部游戏KOL测评推荐、限定联名外观配色,完全不介意有没有灯效,4,4,希望旗舰无线鼠标能统一采用通用的Type-C充电接口，同时开放底层的参数自定义权限给高级用户，方便玩家自己微调LOD和按键延迟参数
